mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0.05151143286512281,0.012487419237929155,0.07500000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04990114869796212,0.010877135070768464,0.125,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04854991668406626,0.009525903056872606,0.17500000000000002,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.0355222068488957,-0.003501806778297957,0.225,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03115210396155119,-0.007871909665642465,0.275,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.032324815447760176,-0.0066991981794334785,0.32500000000000007,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.028111708697201178,-0.010912304929992477,0.375,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02586808043234054,-0.013155933194853114,0.42500000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02515784209903142,-0.013866171528162233,0.475,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.031203676622392162,-0.007820337004801493,0.525,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.021071149472981446,-0.017952864154212208,0.5750000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.022938671678388617,-0.016085341948805038,0.625,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03280020832716837,-0.006223805300025281,0.675,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.019728678893747815,-0.01929533473344584,0.7250000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02062482933293683,-0.018399184294256823,0.775,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.019616596583981908,-0.019407417043211746,0.8250000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.0185830403257034,-0.020440973301490254,0.875,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
