,log_likelihood,n_states,subject,pid,region
1,-6441.729566863189,3,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
2,-6301.04002518325,4,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
3,-6261.182984601193,5,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
4,-6247.4097227675065,6,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
5,-6228.613458263954,7,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
6,-6207.745742935649,8,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
7,-6150.682906195852,9,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
8,-6174.99634840312,10,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
9,-6193.437465321333,11,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
10,-6137.129963258296,12,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
0,-2999.86733470572,2,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
1,-2944.6932700845955,3,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
2,-2951.6299719306403,4,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
3,-2974.7227273979215,5,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
4,-2929.862400364133,6,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
5,-2945.072076256933,7,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
6,-2884.900197830749,8,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
7,-2917.8318102693524,9,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
8,-2867.7138282802257,10,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
9,-2919.9163227587487,11,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
10,-2899.785488853149,12,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Amygdala
0,-295.6289418011004,2,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
1,-258.8436968648841,3,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
2,-253.57005339251634,4,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
3,-252.54266238549928,5,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
4,-261.5869228970037,6,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
5,-266.36700285461956,7,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
6,-258.16814389212436,8,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
7,-257.1230321346501,9,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
8,-251.61915847375576,10,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
9,-260.22897976237755,11,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
10,-258.69858154225255,12,ZFM-02600,9ceaa3aa-6821-4676-b72f-7bd5878576cd,Thalamus
0,-15287.775988549765,2,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
1,-15127.953042432115,3,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
2,-15096.69081123957,4,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
3,-15079.341789700193,5,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
4,-15045.910499206031,6,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
5,-14985.633278069217,7,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
6,-15012.250658202218,8,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
7,-14963.511349567198,9,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
8,-15017.600004055417,10,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
9,-15083.083392862942,11,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
10,-14926.889006357658,12,ZFM-02600,c5bf594f-245e-4ff2-b53e-516e9dd8f065,Frontal cortex
0,-6657.590435634047,2,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
1,-6616.278665780541,3,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
2,-6569.676127537135,4,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
3,-6613.353577953387,5,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
4,-6561.226123092796,6,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
5,-6650.405161849058,7,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
6,-6598.362098594453,8,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
7,-6638.212633471596,9,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
8,-6660.893231453427,10,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
9,-6679.874129933745,11,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
10,-6700.700044400728,12,ZFM-02181,985672f4-4308-4f68-84ac-0d10acad84bb,Frontal cortex
0,-22122.079200545377,2,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
1,-22090.965786866298,3,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
2,-22003.051659919383,4,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
3,-21885.976506681407,5,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
4,-21886.617787924002,6,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
5,-22157.047857246936,7,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
6,-21737.26401461764,8,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
7,-21912.84025379632,9,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
8,-21797.221880106183,10,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
9,-21703.59923802125,11,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
10,-21722.646042654836,12,ZFM-02181,98280567-d120-46ec-86d7-49bc02faa979,Midbrain
0,-3851.1239658693985,2,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
1,-3729.867618752017,3,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
2,-3689.2854996077112,4,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
3,-3655.44099322094,5,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
4,-3628.1349056880435,6,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
5,-3571.327049653678,7,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
6,-3599.515094404402,8,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
7,-3614.598015839937,9,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
8,-3610.4011435263565,10,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
9,-3580.9863842361838,11,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
10,-3575.6973222534625,12,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Hippocampus
0,-7710.950457611889,2,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
1,-7671.456277152018,3,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
2,-7646.088470113602,4,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
3,-7636.018760506093,5,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
4,-7616.462142278788,6,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
5,-7506.706789661292,7,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
6,-7585.294756489356,8,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
7,-7505.653402672162,9,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
8,-7561.2142240961275,10,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
9,-7643.336650827359,11,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
10,-7395.443781849944,12,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Sensory cortex
0,-10009.861834586482,2,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
1,-10015.428526959762,3,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
2,-10000.907228586777,4,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
3,-9941.780222309913,5,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
4,-9966.091122032502,6,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
5,-9946.348559874481,7,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
6,-9836.011990286608,8,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
7,-9980.527434107904,9,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
8,-9886.818495217707,10,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
9,-9894.538408492122,11,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
10,-9845.487594582717,12,ZFM-02181,edd8c66a-b315-40c1-9cd1-78e0737a6b4b,Thalamus
0,-18033.279162261944,2,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
1,-17868.887683951303,3,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
2,-17988.488999661462,4,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
3,-17810.529560205025,5,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
4,-17713.401914616483,6,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
5,-17573.690667417715,7,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
6,-17582.528980241805,8,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
7,-17657.565110045325,9,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
8,-17580.67411325412,10,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
9,-17779.58608353498,11,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
10,-17453.794655758502,12,ZFM-02181,3641cd8e-831f-46b5-9600-688c23aaa79b,Frontal cortex
0,-3558.7142383883315,2,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
1,-3524.9692879591967,3,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
2,-3567.985907144274,4,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
3,-3536.408083649103,5,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
4,-3526.453599162329,6,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
5,-3485.812666283269,7,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
6,-3446.1494088527015,8,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
7,-3504.5352955650164,9,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
8,-3477.809951327257,10,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
9,-3485.7137223207524,11,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
10,-3479.030024540926,12,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Amygdala
0,-2839.5764652540233,2,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
1,-2741.697415853041,3,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
2,-2715.941056750758,4,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
3,-2695.156843056359,5,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
4,-2666.611414857801,6,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
5,-2649.489944030216,7,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
6,-2615.6731205134074,8,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
7,-2627.664870498299,9,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
8,-2620.558653633175,10,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
9,-2588.545298107926,11,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
10,-2619.6960359006484,12,ZFM-02181,60d5e964-4827-406b-af75-3b856edec162,Thalamus
