,log_likelihood,n_states,subject,pid,region
7,-7335.848331454497,9,ZFM-03323,a693580e-8dea-4b31-a9e4-5266b1d22855,Striatum
8,-7156.511057559383,10,ZFM-03323,a693580e-8dea-4b31-a9e4-5266b1d22855,Striatum
9,-7150.033893674353,11,ZFM-03323,a693580e-8dea-4b31-a9e4-5266b1d22855,Striatum
10,-7236.498546537099,12,ZFM-03323,a693580e-8dea-4b31-a9e4-5266b1d22855,Striatum
0,-10170.573864882215,2,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
1,-10111.530158961483,3,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
2,-10036.356603321208,4,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
3,-10012.843566056656,5,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
4,-9921.8305371876,6,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
5,-9932.010746234662,7,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
6,-10097.95544497982,8,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
7,-10025.763439972041,9,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
8,-10158.814693900948,10,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
9,-10028.896356043138,11,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
10,-10100.19681090496,12,ZFM-03323,56c34de2-8fc4-4f37-979b-094951ab79ae,Midbrain
0,-37278.59455651855,2,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
1,-37149.444039915215,3,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
2,-37106.44943766153,4,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
3,-36722.22191245932,5,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
4,-36517.757532174226,6,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
5,-36490.29759171109,7,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
6,-36358.85515035641,8,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
7,-36370.910078250454,9,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
8,-36450.30005907914,10,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
9,-36487.11811391476,11,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
10,-36471.56832420715,12,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Frontal cortex
0,-7398.218019851023,2,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
1,-7184.366948679315,3,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
2,-7051.820531397426,4,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
3,-6897.961334910629,5,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
4,-6858.709987250036,6,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
5,-6810.635253788379,7,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
6,-6753.871355358113,8,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
7,-6718.214205968524,9,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
8,-6705.676233492965,10,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
9,-6688.635673325776,11,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
10,-6672.850322530882,12,ZFM-03323,77cb0293-f054-4488-b34e-65869853e20e,Sensory cortex
0,-16589.10439491877,2,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
1,-16349.1464218588,3,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
2,-16090.351799840722,4,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
3,-16078.757107138908,5,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
4,-16057.660385881867,6,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
5,-16028.603936788573,7,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
6,-15924.032860641733,8,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
7,-15833.85280677828,9,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
8,-15880.858982626185,10,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
9,-15791.18932182468,11,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
10,-15794.32008686551,12,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Midbrain
0,-930.5554211283046,2,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
1,-914.6428622660571,3,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
2,-848.6118618510301,4,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
3,-824.8633595950707,5,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
4,-803.7158838474597,6,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
5,-806.9582528213065,7,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
6,-801.0011957402153,8,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
7,-805.1631800527274,9,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
8,-808.3049571241945,10,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
9,-811.9311277096012,11,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
10,-803.7364017113305,12,ZFM-03323,605aaf5d-9a95-4c2d-8cb9-dccf596c6452,Thalamus
0,-5346.670740344884,2,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
1,-5231.702738388957,3,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
2,-5093.648779049519,4,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
3,-5089.851029468791,5,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
4,-5081.817494847109,6,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
5,-5072.937521230582,7,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
6,-5021.590047754654,8,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
7,-4959.343853908386,9,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
8,-4930.31630527633,10,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
9,-4894.274510478991,11,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
10,-4903.193419895226,12,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Hippocampus
0,-8680.343782419022,2,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
1,-8386.522574345636,3,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
2,-8375.248750319635,4,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
3,-8346.086011332078,5,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
4,-8235.215499726675,6,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
5,-8176.2930017471235,7,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
6,-8132.326167849561,8,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
7,-8162.8953379216,9,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
8,-8140.7228732635485,10,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
9,-8054.325353160915,11,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
10,-8147.541264172392,12,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Sensory cortex
0,-25680.2593959926,2,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
1,-25297.648276957218,3,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
2,-25342.265903412925,4,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
3,-25186.66118509207,5,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
4,-25147.581615961124,6,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
5,-25207.79642879385,7,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
6,-25122.536557820647,8,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
7,-25045.10266041282,9,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
8,-25176.30327379615,10,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
9,-25127.547798433974,11,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
10,-25149.973337152584,12,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98,Thalamus
0,-9771.29419802176,2,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
1,-9689.269189601506,3,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
2,-9684.657767741519,4,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
3,-9612.791411367176,5,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
4,-9554.628346234354,6,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
5,-9471.019937945624,7,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
6,-9518.882512079601,8,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
7,-9478.235047389508,9,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
8,-9532.742459871863,10,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
9,-9495.958445476874,11,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
10,-9524.898666078641,12,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Amygdala
0,-6653.547926602174,2,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
1,-6580.468064102365,3,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
2,-6399.302617542653,4,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
3,-6274.972346768395,5,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
4,-6261.250709140781,6,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
5,-6229.073156789728,7,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
6,-6199.841351864628,8,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
7,-6133.571683569906,9,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
8,-6156.514735421488,10,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
9,-6151.130267341385,11,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
10,-6101.636711793187,12,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Hippocampus
0,-11381.631275207345,2,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
1,-11070.750008517654,3,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
2,-11008.076644722762,4,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
3,-10957.382252356565,5,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
4,-10905.350661816552,6,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
5,-10875.00896841176,7,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
6,-10758.118262805001,8,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
7,-10794.80004708423,9,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
8,-10759.571000068443,10,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
9,-10705.871088548569,11,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
10,-10647.532748305919,12,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618,Thalamus
0,-60813.70799645371,2,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
1,-59932.768397010266,3,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
2,-59805.33429302789,4,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
3,-58827.92738469197,5,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
4,-59488.35477519689,6,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
5,-59679.404920568864,7,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
6,-58590.98737813863,8,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
7,-59363.71433448104,9,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
8,-58963.49588336516,10,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
9,-59372.27819326454,11,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
10,-59988.50925320157,12,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f,Frontal cortex
0,-3748.7753263075256,2,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
1,-3699.3356679071994,3,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
2,-3682.016540575215,4,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
3,-3668.0561864610036,5,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
4,-3669.612271552241,6,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
5,-3672.658697520032,7,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
6,-3673.765949034322,8,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
7,-3688.106540888787,9,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
8,-3676.133874434863,10,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
9,-3674.4468751884724,11,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
10,-3672.958171299898,12,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Amygdala
0,-4127.937324002003,2,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
1,-4059.757977867135,3,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
2,-3936.254910150325,4,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
3,-3921.2670819467176,5,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
4,-3904.7603818195794,6,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
5,-3883.486658539925,7,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
6,-3938.9706135369106,8,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
7,-3924.021050483595,9,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
8,-4031.254434645244,10,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
9,-3897.8335952994676,11,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
10,-3963.5922595761435,12,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba,Hippocampus
0,-32470.34923948173,2,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
1,-31958.753083818177,3,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
2,-31865.089076112465,4,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
3,-31564.19307311083,5,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
4,-31284.716504434007,6,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
5,-31183.9097663177,7,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
6,-31355.398497135477,8,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
7,-31280.446832365218,9,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
8,-31396.786599820578,10,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
9,-31278.552489684545,11,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
10,-31111.723974440058,12,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc,Frontal cortex
0,-8591.178786893248,2,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
1,-8490.206024761297,3,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
2,-8391.350206192932,4,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
3,-8378.008212965353,5,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
4,-8315.297846833628,6,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
5,-8307.361861489699,7,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
6,-8279.90141505476,8,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
7,-8271.85920822363,9,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
8,-8258.456220791455,10,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
9,-8247.79290589189,11,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
10,-8221.883612779748,12,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Sensory cortex
0,-2939.081458287778,2,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
1,-2905.40896359452,3,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
2,-2859.5774588604745,4,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
3,-2881.8597909589544,5,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
4,-2837.3176881046065,6,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
5,-2830.8179717735106,7,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
6,-2853.114510827684,8,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
7,-2846.3808702551596,9,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
8,-2858.5395157014373,10,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
9,-2834.4570877317965,11,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
10,-2851.905360612069,12,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10,Striatum
0,-23815.852714404024,2,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
1,-23633.802032114734,3,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
2,-23577.485892252553,4,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
3,-23579.147530845246,5,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
4,-23540.990358102015,6,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
5,-23438.245589765582,7,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
6,-23372.73031733933,8,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
7,-23275.77774064625,9,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
8,-23356.40196231848,10,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
9,-23314.4637592703,11,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
10,-23449.913311121396,12,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f,Midbrain
0,-33592.79113765121,2,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
1,-32865.34273018272,3,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
2,-32523.813874571068,4,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
3,-32229.12117415196,5,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
4,-32002.125320279327,6,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
5,-31980.57979954974,7,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
6,-31749.261424385306,8,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
7,-31642.19742604893,9,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
8,-31678.960863535292,10,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
9,-31611.427612040847,11,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
10,-31712.546411698248,12,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Frontal cortex
0,-17287.401669877425,2,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
1,-16912.028260794476,3,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
2,-16710.15689323027,4,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
3,-16607.57879545192,5,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
4,-16571.995301271596,6,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
5,-16445.309092451676,7,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
6,-16413.018288419862,8,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
7,-16333.534578826211,9,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
8,-16340.079760100494,10,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
9,-16260.079682500604,11,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
10,-16214.360499305063,12,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc,Sensory cortex
0,-2914.284587194777,2,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
1,-2889.2992975974666,3,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
2,-2884.9032563122923,4,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
3,-2887.093107074452,5,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
4,-2857.846199833625,6,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
5,-2859.9006993411886,7,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
6,-2870.777216698388,8,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
7,-2853.012518365392,9,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
8,-2851.929470209309,10,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
9,-2852.931248651351,11,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
10,-2860.1745010040186,12,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Amygdala
0,-415.33754040054487,2,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
1,-383.40871656556726,3,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
2,-382.57811815777114,4,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
3,-378.7104971507896,5,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
4,-386.5467036256696,6,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
5,-394.09792190804166,7,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
6,-378.24158148138633,8,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
7,-376.14055859277653,9,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
8,-379.5690901163092,10,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
9,-379.3226934702089,11,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
10,-385.63365781906026,12,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Hippocampus
0,-8907.237957431526,2,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
1,-8883.098672519789,3,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
2,-8840.822450502972,4,ZFM-03331,5fd2d3a0-124a-4528-ba0f-01379e243f72,Thalamus
